DT_COMPTC,CNPJ_FUNDO_CLASSE,TP_FUNDO_CLASSE,ID_SUBCLASSE,VL_TOTAL,VL_QUOTA,VL_PATRIM_LIQ,CAPTC_DIA,RESG_DIA
2026-01-27,42.044.673/0001-93,CLASSES - FIF,,12032630.94,1.2885468,12035458.44,0.0,0.0
2025-09-29,37.828.502/0001-15,CLASSES - FIF,,12202199.77,12.752445,12184282.01,2250.0,0.0
2025-09-09,59.771.973/0001-77,CLASSES - FIF,D8ZBZ1741278885,1015291.72,1.01421954,1015259.89,0.0,0.0
2025-07-09,54.698.647/0001-68,CLASSES - FIF,,6207222.46,1.1684716,6227208.68,0.0,0.0
2026-03-09,61.199.023/0001-61,CLASSES - FIF,,24093953.47,10.8258229,24065952.06,0.0,0.0
2026-05-27,44.870.446/0001-42,CLASSES - FIF,,7599257.32,107.721189,7572741.3,0.0,0.0
2026-03-12,28.022.031/0001-62,CLASSES - FIF,,45859975.17,20.9721293,45750161.73,0.0,0.0
2025-12-26,40.830.170/0001-18,CLASSES - FIF,,9806630.17,1.2432703,9799182.94,0.0,80000.0
2025-08-01,55.379.681/0001-32,CLASSES - FIF,,29434290.24,11.397208,29386667.97,0.0,0.0
2025-11-05,26.327.862/0001-17,CLASSES - FIF,,52866034.31,-0.04320332,-2599240.12,0.0,0.0
2026-01-26,40.905.462/0001-72,CLASSES - FIF,,117603166.39,1.4540572,117229595.39,110347.62,3000.0
2025-08-18,20.469.100/0001-79,CLASSES - FIF,,11880187.72,2.44072047,11869756.78,0.0,0.0
2026-04-24,55.169.143/0001-13,CLASSES - FIF,,27767774.48,1.118169106493,27768938.5,0.0,0.0
2025-06-27,55.947.120/0001-92,CLASSES - FIF,,758168208.93,110.4761099,770144867.31,0.0,0.0
2025-09-18,26.218.447/0001-25,CLASSES - FIF,,2595094414.73,20.1852723,2593968046.24,571026.93,340790.88
2025-09-22,26.859.428/0001-88,CLASSES - FIF,,2626441.1,2.6710626,2633848.91,0.0,0.0
2025-09-24,28.581.588/0001-33,CLASSES - FIF,,4175998.56,1.7080051,4190963.49,0.0,0.0
2025-08-28,44.870.117/0001-00,CLASSES - FIF,,40670153.15,1.47795612,40655598.45,0.0,0.0
2025-11-19,31.660.364/0001-21,CLASSES - FIF,,25144160.68,225.688738,25137592.93,22000.0,0.0
2025-07-01,11.502.690/0001-01,CLASSES - FIF,,16859735.86,0.71554878,16840297.93,0.0,0.0
2025-10-31,37.037.679/0001-01,CLASSES - FIF,,2863245456.01,1.6491427,2863098849.01,1787972.89,7541000.0
2026-05-07,41.866.212/0001-33,CLASSES - FIF,,13777971.67,1.60769316,13764570.55,0.0,0.0
2025-07-04,26.362.372/0001-51,CLASSES - FIF,,27938724.14,1.2765341,27938095.53,0.0,0.0
2025-11-21,19.782.311/0001-88,CLASSES - FIF,,4471189954.84,3.0280238,4457888279.77,5389710.48,10745254.67
2026-05-15,55.275.543/0001-03,CLASSES - FIF,,71589429.71,1.2285837,71594754.26,132641.98,0.0
2025-12-11,50.620.290/0001-44,CLASSES - FIF,,4556845692.19,1334.2649412,4556630603.22,243370.24,48931.07
2025-08-15,52.241.587/0001-24,CLASSES - FIF,BOYRA1741729818,7495651.65,1.204325,7489079.85,0.0,0.0
2025-12-04,05.766.862/0001-43,CLASSES - FIF,,29379054.62,182.7997665,30304519.09,0.0,0.0
2026-02-24,28.227.560/0001-00,CLASSES - FIF,,38490663.96,1.73864578,38493031.64,0.0,0.0
2025-07-11,50.624.598/0001-68,CLASSES - FIF,,15441482.99,1.0925255,15439302.03,0.0,0.0
2025-07-04,42.229.361/0001-54,CLASSES - FIF,,29599945.05,1.100644,29603923.05,0.0,0.0
2025-12-08,44.346.935/0001-08,CLASSES - FIF,,27703524.15,1.4564656,27290845.01,5000.0,412082.94
2025-06-04,45.508.326/0001-62,CLASSES - FIF,,62595297.98,133.8303202,62000193.38,0.0,0.0
2026-05-25,65.459.051/0001-21,CLASSES - FIF,,1219681.54,0.9555285,693632957.53,0.0,0.0
2026-05-21,29.461.997/0001-69,CLASSES - FIF,,20421034.89,1974.0988088,20228013.67,0.0,0.0
2025-09-23,54.444.340/0001-30,CLASSES - FIF,,706467790.96,1.2387992,707287904.61,0.0,0.0
2026-04-01,13.659.375/0001-00,CLASSES - FIF,,4945226.57,1.74468914,4946666.64,0.0,0.0
2025-07-16,14.120.561/0001-39,CLASSES - FIF,,45751346760.52,450.9988165,45751232806.67,0.0,0.0
2026-05-21,57.113.258/0001-11,CLASSES - FIF,,19807910.29,1.16166111,19794873.43,0.0,0.0
2026-05-14,17.666.187/0001-60,CLASSES - FIF,,23835855.74,3.6303006,23835000.47,0.0,0.0
2025-10-23,33.843.375/0001-72,CLASSES - FIF,,2702037266.51,1.478365,2701883147.44,278875.54,4893107.92
2026-04-14,17.024.020/0001-03,CLASSES - FIF,,100965751.13,2.3175194,100965657.78,0.0,0.0
2026-02-13,34.461.874/0001-68,CLASSES - FIF,,45777497.09,1.72188324,45739389.48,4474.02,291753.07
2025-10-23,24.215.314/0001-70,CLASSES - FIF,,159402226.31,1.6708108,159393993.24,0.0,0.0
2025-07-04,46.997.629/0001-59,CLASSES - FIF,,17325439.68,1.2978814,19523813.66,0.0,0.0
2025-08-07,39.958.394/0001-20,CLASSES - FIF,,1273908.91,0.973376368171,1297184.16,0.0,91.45
2025-08-18,35.501.619/0001-64,CLASSES - FIF,,1878190.06,9.455235,1871591.31,0.0,0.0
2025-07-11,09.094.156/0001-53,CLASSES - FIF,,415585741.27,4.72091968,415598934.75,0.0,0.0
2025-06-13,11.863.133/0001-08,CLASSES - FIF,,38632884.44,34.198574,38630853.48,0.0,0.0
2026-05-07,36.327.555/0001-90,CLASSES - FIF,,18108533.6,1.52376959,18165274.37,0.0,0.0
2026-01-20,60.753.451/0001-21,CLASSES - FIF,,24817955.89,1.4630511,24798269.07,0.0,0.0
2025-08-11,33.625.723/0001-35,CLASSES - FIF,,52661325.99,1.3106178,52669182.01,0.0,0.0
2025-10-09,30.068.135/0001-50,CLASSES - FIF,,40017995.86,1539.57685,40013121.78,500.03,6660.94
2026-01-02,33.824.925/0001-06,CLASSES - FIF,,123404061.09,1.463461,123385499.58,12219.82,35255.76
2025-06-09,13.667.257/0001-43,CLASSES - FIF,,160730892.51,224.109136,160738581.46,0.0,0.0
2025-09-22,61.021.639/0001-48,CLASSES - FIF,,139924029.53,3.66484866,139387743.5,35000.0,58000.0
2025-07-10,41.342.497/0001-03,CLASSES - FIF,,115285183.18,1.4497436,115321283.1,0.0,0.0
2025-07-04,53.472.188/0001-37,CLASSES - FIF,,24037440.32,1.1416597,24039319.14,0.0,0.0
2026-01-12,11.461.603/0001-07,CLASSES - FIF,,8938063.73,2212.7889298,8937291.54,0.0,0.0
2025-08-04,07.088.369/0001-47,CLASSES - FIF,,60770999.45,12.5116792,60765245.84,0.0,0.0
2025-12-15,11.424.351/0001-46,CLASSES - FIF,,3823605.68,3.8458886,3823691.69,0.0,1505.53
2025-07-09,52.984.589/0001-03,CLASSES - FIF,,20653075.14,57.384031,21655118.57,0.0,0.0
2026-04-07,42.084.832/0001-83,CLASSES - FIF,,25932228.15,147.428327,25923279.94,0.0,30000.0
2025-08-20,00.824.198/0001-28,CLASSES - FIF,,28205332.44,38158.47537,29433252.65,0.0,86981.21
2026-01-13,58.000.144/0001-28,CLASSES - FIF,,9359195.97,1.168287037223,9358352.32,0.0,0.0
2026-01-02,14.504.196/0001-66,CLASSES - FIF,,128800267.71,31.5386993,128633645.15,0.0,23556.85
2025-09-16,03.536.912/0001-70,CLASSES - FIF,,7718639.11,81.6488455,7726942.42,0.0,0.0
2025-06-26,32.223.816/0001-70,CLASSES - FIF,,119456033.19,1.826804,119424632.37,0.0,0.0
2025-08-13,59.620.728/0001-69,CLASSES - FIF,,4967704.38,1.00183174,4968390.8,0.0,0.0
2025-10-30,35.495.576/0001-51,CLASSES - FIF,,1129294249.65,33.034928,1072334379.04,4207224.29,6496400.67
2025-08-13,60.172.773/0001-87,CLASSES - FIF,,996133.78,10.0112701,1001127.01,0.0,0.0
2025-11-03,62.512.847/0001-02,CLASSES - FIF,,206621865.5,167.79988969,206563904.64,0.0,0.0
2026-04-22,34.474.500/0001-87,CLASSES - FIF,,71800319.93,150.50140376,71716691.32,4492.22,269753.13
2025-08-26,15.912.241/0001-84,CLASSES - FIF,,8392507.35,2.4129245,8225707.22,0.0,0.0
2026-01-15,36.521.727/0001-61,CLASSES - FIF,,25810709.16,161.7378097,25803472.98,0.0,0.0
2025-08-11,58.741.013/0001-00,CLASSES - FIF,,1390644005.92,1.07461951,1390631555.43,0.0,0.0
2026-02-10,59.749.356/0001-75,CLASSES - FIF,,114185271.85,114.0875027,113969327.38,0.0,0.0
2025-09-24,41.837.736/0001-04,CLASSES - FIF,,46860753.9,1.1676172,46860266.84,0.0,0.0
2025-12-26,18.534.967/0001-19,CLASSES - FIF,,58302885.97,2.24218505,58255676.36,46615.83,0.0
2025-08-25,61.320.236/0001-08,CLASSES - FIF,,6821508.06,1.02486501,6831086.38,0.0,0.0
2025-07-02,57.776.606/0001-30,CLASSES - FIF,,420935813.72,18.7221873,420943861.67,0.0,0.0
2025-09-03,18.069.672/0001-19,CLASSES - FIF,,950491110.81,2.88924166,950526817.84,3223497.0,73781968.61
2026-01-27,61.586.736/0001-88,CLASSES - FIF,,32878865.34,376.311013121153,32826916.62,0.0,0.0
2026-04-06,36.821.794/0001-00,CLASSES - FIF,,149244926.0,1550.6558897,149339748.9,0.0,0.0
2025-11-04,35.705.281/0001-62,CLASSES - FIF,,34748663.78,1.09942954,34743235.15,0.0,0.0
2026-05-04,23.339.411/0001-01,CLASSES - FIF,OMPMM1766082566,56855476.09,1042.14502566,56855476.09,0.0,0.0
2025-12-02,28.558.221/0001-07,CLASSES - FIF,,483005829.24,200.019776,482950119.17,0.0,481845.17
2026-02-20,28.637.847/0001-09,CLASSES - FIF,,6510190.45,1.70288169,6503629.97,0.0,0.0
2025-09-24,44.372.094/0001-03,CLASSES - FIF,,413366793.4,3.6147748,411648416.49,0.0,0.0
2025-10-03,34.218.639/0001-60,CLASSES - FIF,,15694000.98,1.014754,15693325.91,0.0,0.0
2025-10-10,15.435.418/0001-07,CLASSES - FIF,,55199771.5,2.5535341,55196909.02,0.0,0.0
2025-08-04,23.508.793/0001-50,CLASSES - FIF,,16292315.47,239.906554,16296185.51,0.0,0.0
2026-05-05,41.733.824/0001-58,CLASSES - FIF,,6882863.5,1.0397707,6884444.61,0.0,0.0
2025-09-29,54.510.057/0001-60,CLASSES - FIF,,39859035.82,1.05491275,40428362.71,0.0,0.0
2026-05-21,21.407.357/0001-69,CLASSES - FIF,,1657401.96,3.140167,1657978.63,0.0,0.0
2025-12-17,58.490.605/0001-98,CLASSES - FIF,,39184450.43,1.13941159,39171377.49,0.0,0.0
2026-04-02,26.695.022/0001-07,CLASSES - FIF,,54103044.23,1.79791,54065177.8,0.0,0.0
2026-02-19,58.891.176/0001-60,CLASSES - FIF,,45417416.11,1.143992,45396381.88,0.0,0.0
2025-12-16,39.518.356/0001-57,CLASSES - FIF,,3874935.66,7.252417,3869168.43,26.79,0.0
2025-07-31,53.205.510/0001-61,CLASSES - FIF,,1338711.24,1.1324025,1346812.03,0.0,0.0
2026-01-26,36.017.965/0001-34,CLASSES - FIF,,15892698.78,1.7722527,15883604.82,0.0,0.0
2026-01-16,50.269.714/0001-78,CLASSES - FIF,,500786615.97,1355.80111833,501596073.04,11275751.94,44892236.67
2025-06-04,15.551.661/0001-82,CLASSES - FIF,,3434500.33,3.1828151,3436950.27,0.0,0.0
2025-12-12,47.047.267/0001-06,CLASSES - FIF,,128444269.95,1.16910522,128435556.66,0.0,0.0
2025-11-06,36.181.909/0001-30,CLASSES - FIF,,53767069.68,1.4576635,53555471.24,175705.32,45557.46
2025-12-31,12.672.120/0001-14,CLASSES - FIF,,63804911.51,2.67597549,63732316.04,0.0,18838.19
2025-09-11,35.387.081/0001-09,CLASSES - FIF,,59366103.08,1.51212105,59359290.83,0.0,0.0
2025-06-20,49.561.429/0001-47,CLASSES - FIF,,19174116.04,1.12263797,19145005.56,0.0,0.0
2026-04-28,01.622.154/0001-88,CLASSES - FIF,,499004291.07,5432.4387346,498940776.76,0.0,0.0
2025-06-17,10.456.393/0001-04,CLASSES - FIF,,53029467.46,3.2536178,53026928.81,0.0,0.0
2026-01-05,36.017.639/0001-27,CLASSES - FIF,,67707469.58,1.1624713,67709152.65,0.0,0.0
2026-03-16,52.280.783/0001-08,CLASSES - FIF,,547361239.81,1.38837041,548992796.86,2241029.28,1962292.52
2026-02-04,15.731.153/0001-86,CLASSES - FIF,,12497410.44,2.477623,12493220.83,0.0,0.0
2025-10-01,32.274.211/0001-09,CLASSES - FIF,,478375067.25,0.42528112,476646055.0,0.0,0.0
2026-03-23,53.692.914/0001-27,CLASSES - FIF,,50147581.4,1.22741647,50138029.7,0.0,22000.0
2026-05-22,42.534.569/0001-87,CLASSES - FIF,,21104738.11,1.481608,21113258.1,0.0,0.0
2026-01-28,25.036.629/0001-12,CLASSES - FIF,,5405467.36,9.11983975,5403557.03,0.0,0.0
2025-08-25,41.283.527/0001-58,CLASSES - FIF,,19096884.69,1.0924931,19042321.62,0.0,10700.0
2026-03-12,42.902.399/0001-46,CLASSES - FIF,,698135707.36,2.0022834,698006454.25,0.0,81210.26
2026-01-16,07.279.819/0001-89,CLASSES - FIF,,34067391.96,10.76660011,34470362.6,0.0,0.0
2025-08-22,53.274.889/0001-61,CLASSES - FIF,,136891294.43,904.40725674,137097417.06,0.0,0.0
2025-07-18,41.272.508/0001-26,CLASSES - FIF,,44383501.38,3.6806895,44407053.27,0.0,0.0
2026-04-10,35.343.590/0001-30,CLASSES - FIF,,518354596.6,1.8824047,517409129.85,116360.18,1105734.92
2025-10-16,97.519.703/0001-62,CLASSES - FIF,,5812810667.33,38.445544,5810635507.72,340820.0,1718864.77
2026-04-15,41.283.682/0001-74,CLASSES - FIF,,26093263.39,1.324753,26088642.23,25000.0,0.0
2026-03-30,42.831.652/0001-18,CLASSES - FIF,,69162927.51,1325.89481887,71211596.48,0.0,0.0
2026-01-26,42.562.353/0001-25,CLASSES - FIF,,629372778.59,1.3433938,629348550.75,0.0,0.0
2025-06-10,27.619.173/0001-49,CLASSES - FIF,,82867857.86,1.736489,82872148.65,8185.49,58657.74
2025-06-18,05.575.327/0001-05,CLASSES - FIF,,11211750.58,116.13605137547,11208218.82,0.0,0.0
2025-09-29,12.430.199/0001-77,CLASSES - FIF,,33830360.81,4.7858541,33760703.25,0.0,200626.7
2025-11-05,58.599.912/0001-01,CLASSES - FIF,,133680348.74,1.0312087,133677830.72,0.0,0.0
2025-06-17,16.929.553/0001-63,CLASSES - FIF,,275927135.52,2.9613881,272913333.95,40000.0,38242.01
2025-10-13,09.327.448/0001-99,CLASSES - FIF,,1819528.35,6.721534,1815710.84,0.0,0.0
2025-07-14,45.615.749/0001-81,CLASSES - FIF,,1324306078.36,1.4404404,1323881562.4,7730.59,1038414.22
2026-03-25,51.869.529/0001-87,CLASSES - FIF,,332844746.88,1.357802,332841752.92,0.0,0.0
2025-11-04,52.147.283/0001-00,CLASSES - FIF,,974955172.0,1.332918,973892816.05,0.0,488.48
2025-11-11,08.056.839/0001-53,CLASSES - FIF,,7049629.51,3.50663464,7056417.18,11483.32,0.0
2025-12-12,35.471.498/0001-55,CLASSES - FIF,,176789106.6,2.8288663,176644458.93,54420.0,189879.3
2026-01-05,50.037.999/0001-11,CLASSES - FIF,,41134802.04,1.327113720239,41055196.15,0.0,0.0
2026-03-06,03.235.396/0001-44,CLASSES - FIF,,1170712.7,9606.4177737,1163287.02,0.0,0.0
2025-11-18,30.629.268/0001-58,CLASSES - FIF,,15469208.49,1.85610172,15465641.53,0.0,0.0
2025-09-29,20.077.502/0001-28,CLASSES - FIF,,11002393.42,157.0286095,10992002.67,0.0,0.0
2026-05-08,26.725.133/0001-19,CLASSES - FIF,,22386965.34,131.0693509,22388619.89,0.0,0.0
2026-01-06,40.635.079/0001-41,CLASSES - FIF,,918223514.81,18.23426,917175641.09,0.0,502021.41
2025-07-07,36.729.882/0001-78,CLASSES - FIF,,70857414.64,1.4365571,69873064.27,0.0,1000000.0
2025-11-07,42.030.928/0001-69,CLASSES - FIF,,45239475.61,1.3582726,45241441.43,0.0,0.0
2026-04-24,36.521.667/0001-87,CLASSES - FIF,,13981687.6,245.652962,13973730.78,0.0,0.0
2025-08-27,16.924.919/0001-01,CLASSES - FIF,,20846745.33,2.759415,20837016.19,0.0,0.0
2025-11-28,07.470.226/0001-03,CLASSES - FIF,,29954873.32,40.02718,29977919.56,0.0,63487.33
2025-07-14,55.150.656/0001-82,CLASSES - FIF,,234112904.08,1.252751470659,226079913.47,1495000.0,0.0
2026-05-12,58.739.330/0001-83,CLASSES - FIF,,3102362.82,1.1043777,3104098.44,0.0,0.0
2025-10-03,04.128.893/0001-06,CLASSES - FIF,,173684924.03,3.907580099,173683795.15,23422.81,267265.75
2025-09-29,32.396.801/0001-04,CLASSES - FIF,,18433585.92,1.3772163,18429131.68,0.0,0.0
2026-02-24,21.406.168/0001-71,CLASSES - FIF,,53215642.37,2.5893349,53200868.38,0.0,0.0
2026-01-29,41.349.248/0001-40,CLASSES - FIF,,85443313.97,1.6734459,85416479.08,0.0,0.0
2025-08-19,40.697.729/0001-83,CLASSES - FIF,,4394844.14,0.7934978,4398753.68,0.0,0.0
2025-07-16,03.962.060/0001-83,CLASSES - FIF,,46219774.2,10831.33114333,46277757.26,0.0,0.0
2026-01-27,17.898.543/0001-70,CLASSES - FIF,,2184757044.24,3.06978688,2184409507.01,235726862.0,190820037.84
2025-09-16,34.462.109/0001-62,CLASSES - FIF,,118285163.23,2.93589743,118189658.13,1225.0,522519.71
2025-09-03,00.819.858/0001-82,CLASSES - FIF,,805874.83,26.609946,804574.78,0.0,0.0
2025-08-08,23.215.039/0001-21,CLASSES - FIF,,133003263.35,2.068744,132932038.29,1921000.0,7626232.01
2025-09-10,01.656.101/0001-88,CLASSES - FIF,,366673718.22,75.9418283,362369959.08,5000.0,0.0
2026-04-07,32.666.282/0001-57,CLASSES - FIF,,28876994.38,139.48809918,29258966.24,0.0,0.0
2025-09-25,44.870.067/0001-52,CLASSES - FIF,,247192523.34,1.5306854,246230321.11,0.0,540000.0
2025-10-22,28.069.633/0001-75,CLASSES - FIF,,39783543.26,6.39973113,39774323.21,0.0,0.0
2025-07-10,57.749.481/0001-50,CLASSES - FIF,,39083382.29,1.733351,39087080.49,0.0,0.0
2025-09-17,17.490.440/0001-77,CLASSES - FIF,,28782310.16,2.80446162,28776019.51,0.0,0.0
2026-01-15,47.062.606/0001-15,CLASSES - FIF,,18364709.05,1.4305728,18347385.39,3820.0,0.0
2025-12-17,53.202.536/0001-56,CLASSES - FIF,,15847960.89,1.15683613,15739396.31,808.0,10400.27
2026-01-05,46.098.482/0001-65,CLASSES - FIF,,13044421.99,1364.404269,13038307.79,0.0,0.0
2026-04-22,51.082.111/0001-25,CLASSES - FIF,,671582046.26,1.428360484086,671503259.58,2300000.0,3212388.55
2025-10-02,39.303.195/0001-84,CLASSES - FIF,,1855683789.97,16.4017,1855711199.99,278262.83,4532529.26
2025-07-03,50.190.969/0001-40,CLASSES - FIF,,16455100.38,1.3238225,16417516.3,0.0,0.0
2025-08-14,35.828.689/0001-21,CLASSES - FIF,,42886516.94,1.38229067,42836260.27,50000.0,0.0
2026-04-14,41.733.441/0001-80,CLASSES - FIF,,70724561.6,1.4450015,70715271.5,0.0,0.0
2025-10-14,52.280.783/0001-08,CLASSES - FIF,,489474720.87,1.30765319,488723877.78,1537459.99,733487.09
2025-10-28,53.623.218/0001-69,CLASSES - FIF,,24339467.36,1.090183,24316026.82,0.0,0.0
2026-03-20,30.259.240/0001-76,CLASSES - FIF,,4935178.74,5.51339514,4935178.74,0.0,0.0
2026-04-30,59.948.931/0001-69,CLASSES - FIF,,26407287.67,1.416586151951,26416707.16,5820.0,44061.34
2025-11-21,28.558.276/0001-09,CLASSES - FIF,,14828302.68,1.7927658,14358114.36,0.0,450000.0
2025-12-11,29.011.091/0001-42,CLASSES - FIF,,53432367.32,2.0177483,53422260.9,0.0,0.0
2025-10-31,28.075.138/0001-79,CLASSES - FIF,,82755999.43,16.679816,82725886.33,0.0,0.0
2025-10-17,21.624.975/0001-60,CLASSES - FIF,,82570592.56,2.491877,82567680.14,0.0,0.0
2026-03-27,21.321.571/0001-06,CLASSES - FIF,,295578471.27,2.636928,295568720.38,0.0,0.0
2025-07-24,55.132.551/0001-09,CLASSES - FIF,,1564534.82,925.63912924,1564614.18,0.0,0.0
2025-10-28,54.200.136/0001-74,CLASSES - FIF,,10070524.93,1.1447577,10081042.74,109062.55,0.0
2025-10-03,43.104.966/0001-81,CLASSES - FIF,,493598580.54,1.606670579933,494761141.61,5643053.02,2556086.91
2026-02-04,56.091.475/0001-95,CLASSES - FIF,,34626684.47,1.29062,34420587.58,200000.0,866.68
2025-10-15,52.915.104/0001-20,CLASSES - FIF,,370144825.19,9.86088463,369783173.83,0.0,0.0
2026-02-19,41.673.090/0001-69,CLASSES - FIF,,36859651.38,1.294293979721,36535492.01,109231.66,171743.89
2026-03-11,62.808.255/0001-32,CLASSES - FIF,,21778389.66,1.060998961378,21354963.72,0.0,453605.04
2026-04-30,46.206.609/0001-12,CLASSES - FIF,,1792286.89,1.542276,1797046.78,0.0,0.0
2025-10-10,45.494.347/0001-76,CLASSES - FIF,,22757768.01,0.9603661,22774429.84,0.0,0.0
2025-10-23,12.704.442/0001-06,CLASSES - FIF,,15471088.81,3.7256349,15468986.71,0.0,0.0
2026-03-30,55.767.954/0001-16,CLASSES - FIF,,54818150.48,112.6888502,54794629.15,0.0,0.0
2025-08-08,36.863.890/0001-02,CLASSES - FIF,,23174175.7,1.124041,23175998.71,0.0,0.0
2026-04-13,12.809.201/0001-13,CLASSES - FIF,,1495258698.41,8.9649809,1494921242.22,0.0,0.0
2025-12-08,54.904.083/0001-72,CLASSES - FIF,,66327271.75,1.0935907,66284856.27,0.0,0.0
2025-06-17,40.067.748/0001-26,CLASSES - FIF,,61483290.69,11.094364,61478131.43,0.0,0.0
2025-07-10,52.286.404/0001-97,CLASSES - FIF,,14205224.08,1.144547,14201885.93,0.0,0.0
2025-10-15,07.792.620/0001-50,CLASSES - FIF,,59479354.24,726.61223121,59477603.42,0.0,0.0
2026-04-28,29.733.674/0001-87,CLASSES - FIF,,88928372.03,2.2491836,88900808.05,0.0,0.0
2025-06-30,37.651.174/0001-24,CLASSES - FIF,,23465120.57,1.3682726,23452065.89,0.0,0.0
2025-10-14,27.389.622/0001-00,CLASSES - FIF,,22030705.15,0.22471726,38062236.31,0.0,0.0
2026-02-03,42.321.520/0001-46,CLASSES - FIF,,53027539.44,115.100624,53033994.38,0.0,0.0
2025-10-13,36.046.327/0001-41,CLASSES - FIF,,11462337.0,151.206385130119,11466116.12,0.0,0.0
2026-04-22,51.801.206/0001-51,CLASSES - FIF,,171197446.75,0.7874789,171094313.3,0.0,0.0
2026-03-26,04.764.399/0001-38,CLASSES - FIF,,1829052.99,1329.318350202,1820117.92,0.0,917561.27
2025-09-29,32.222.759/0001-05,CLASSES - FIF,,20768325.27,178.7308063,20780946.43,0.0,0.0
2025-09-01,56.088.296/0001-07,CLASSES - FIF,,69898933.8,11.074059173629,69894272.23,0.0,0.0
2025-10-29,58.569.284/0001-11,CLASSES - FIF,7XIRA1739545591,240490930.45,1051.703476,240490930.45,0.0,0.0
2025-12-11,52.595.743/0001-55,CLASSES - FIF,,14881982.78,1.44123811,14881851.26,0.0,0.0
2025-07-24,14.816.895/0001-41,CLASSES - FIF,,83675193.58,5.523154796688,82824466.52,0.0,98408.73
2025-12-29,41.326.350/0001-20,CLASSES - FIF,,5682220.76,10.623413,5679068.89,0.0,0.0
2026-01-23,53.865.931/0001-19,CLASSES - FIF,,31892234.99,113.0705379,31878318.55,0.0,0.0
2025-10-24,41.710.563/0001-50,CLASSES - FIF,,91526641.61,135.6575443,90886583.94,0.0,0.0
2025-10-15,55.392.560/0001-20,CLASSES - FIF,,22950086.19,1.143061,22861232.55,0.0,0.0
2026-05-14,63.380.552/0001-92,CLASSES - FIF,,41679352.79,1.0404811,41619246.46,0.0,0.0
2026-02-05,26.243.520/0001-19,CLASSES - FIF,,38748726.7,135.687281,38746713.94,0.0,0.0
2026-04-01,19.445.241/0001-72,CLASSES - FIF,,47876863.11,3.3490548,47908892.69,0.0,0.0
2025-07-03,13.503.226/0001-57,CLASSES - FIF,,45375630.87,8.65190318,45308744.05,0.0,0.0
2025-12-17,42.261.235/0001-87,CLASSES - FIF,,15085051.21,370.1696573,15091940.5,0.0,0.0
2026-03-11,56.797.565/0001-04,CLASSES - FIF,,28337377.26,1.27134913,28337244.46,0.0,0.0
2026-05-04,34.546.336/0001-76,CLASSES - FIF,,134788022.53,1.7841923,134835281.1,0.0,0.0
2026-05-19,62.698.192/0001-09,CLASSES - FIF,,113093160.2,115.0018534,114763297.19,0.0,0.0
2025-12-24,42.014.243/0001-29,CLASSES - FIF,,249673365.11,1.3306798,249672543.63,0.0,0.0
2025-07-31,44.870.256/0001-25,CLASSES - FIF,,28277585.36,130.978839,28285176.67,0.0,0.0
2026-04-30,42.044.434/0001-33,CLASSES - FIF,,31183331.81,1.3216613,31177013.85,0.0,0.0
2026-01-27,39.800.464/0001-18,CLASSES - FIF,,25919745.55,3.2509571,25890657.34,0.0,0.0
2026-04-07,32.273.402/0001-56,CLASSES - FIF,,29989029.48,2.0233434,29991660.93,700.0,3.21
2025-06-05,49.963.751/0001-00,CLASSES - FIF,,920257511.24,1.148057436,920244913.77,0.0,0.0
2026-02-20,53.163.164/0001-04,CLASSES - FIF,,134289193.18,1.34556478,134265386.37,0.0,0.0
2026-01-13,34.048.364/0001-63,CLASSES - FIF,,5597647.32,5.29896867,5557093.33,0.0,0.0
2026-02-13,49.438.490/0001-00,CLASSES - FIF,,43127870.03,1.6457515,43011379.88,0.0,0.0
2025-08-04,24.140.256/0001-62,CLASSES - FIF,KHHMX1752788958,3886668.12,2.4639454,3885036.15,0.0,0.0
2025-10-27,22.899.237/0001-99,CLASSES - FIF,,4974737.9,1.30167801,5014980.97,2188.41,0.0
2025-10-08,53.304.657/0001-09,CLASSES - FIF,,25561301.28,1.21768,25566648.8,171476.37,19058.65
2026-01-22,54.741.097/0001-12,CLASSES - FIF,,8176512.14,1.1947002,8173393.55,0.0,100000.0
2026-04-24,60.919.700/0001-06,CLASSES - FIF,,53025835.09,1.0900957,53044108.62,357020.61,0.0
2026-04-24,63.359.651/0001-92,CLASSES - FIF,,54428618.29,1.047408126513,54408031.46,0.0,0.0
2026-05-11,46.997.395/0001-40,CLASSES - FIF,,463631449.53,1.6249922,463241124.55,15000.0,422636.66
2025-11-18,26.570.667/0001-13,CLASSES - FIF,,220995731.46,3239852.150989,212589410.99,0.0,0.0
2025-10-20,39.741.188/0001-64,CLASSES - FIF,,200728321.94,1.7750002,176291388.1,86165.91,15000.0
2026-02-24,13.412.423/0001-60,CLASSES - FIF,,325003032.6,46.559569,325034983.64,0.0,0.0
2025-09-23,27.181.717/0001-33,CLASSES - FIF,,2794726.19,187.69125023,2788904.66,0.0,0.0
2026-03-25,50.256.963/0001-29,CLASSES - FIF,,170093882.04,1.31019278,171431038.3,0.0,989999.99
2026-04-09,11.802.635/0001-29,CLASSES - FIF,,7297349.31,2.0103447808,7452462.8,0.0,0.0
2026-04-20,20.649.559/0001-54,CLASSES - FIF,,45317730.03,3.245526,45304080.4,0.0,0.0
2025-11-17,34.286.570/0001-01,CLASSES - FIF,,12189267.03,6.15449247,12087117.01,0.0,0.0
